swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,utterance_index,subutterance_index,text,pos,trees,ptb_treenumbers
sw09utt/sw_0971_2839.utt,2/sw2839,2839,60,x,A,23,1,<Laughter>.,,,
sw09utt/sw_0971_2839.utt,2/sw2839,2839,61,sv,B,24,1,"{C and } it was ridiculous, {D you know, } the whole thing <laughter>. /","and/CC it/PRP was/VBD ridiculous/JJ ,/, you/PRP know/VBP ,/, the/DT whole/JJ thing/NN ./.","(ROOT (S (S (CC and) (NP (PRP it)) (VP (VBD was) (ADJP (JJ ridiculous)))) (, ,) (NP (PRP you)) (VP (VP (VBP know)) (, ,) (NP (DT the) (JJ whole) (NN thing))) (. .)))",
sw09utt/sw_0971_2839.utt,2/sw2839,2839,62,aa,A,25,1,"# Yeah,  /","Yeah/UH ,/,","(ROOT (INTJ (UH Yeah) (, ,)))",
sw09utt/sw_0971_2839.utt,2/sw2839,2839,63,aa,A,25,2,"[ this is, + that's ] right. # /","this/DT is/VBZ ,/, that/DT 's/BES right/JJ ./.","(ROOT (S (ADVP (DT this) (VBZ is)) (, ,) (NP (DT that)) (VP (BES 's) (ADJP (JJ right))) (. .)))",
sw09utt/sw_0971_2839.utt,2/sw2839,2839,64,sd,B,26,1,"# [ {C And, } + {C and, } ] {D you know, } they asked #  him about it.  /","And/CC ,/, and/CC ,/, you/PRP know/VBP ,/, they/PRP asked/VBD him/PRP about/IN it/PRP ./.","(ROOT (S (CC And) (, ,) (ADVP (CC and)) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)) (NP (PRP they)) (VP (VBD asked) (NP (PRP him)) (PP (IN about) (NP (PRP it)))) (. .)))",
sw09utt/sw_0971_2839.utt,2/sw2839,2839,65,^q,B,26,2,Do you really need this?  /,Do/VBP you/PRP really/RB need/VBP this/DT ?/.,(ROOT (S (VP (VBP Do) (SBAR (S (NP (PRP you)) (ADVP (RB really)) (VP (VBP need) (NP (DT this)))))) (. ?))),
sw09utt/sw_0971_2839.utt,2/sw2839,2839,66,^q,B,26,3,This is going to cost a lot of money.  /,This/DT is/VBZ going/VBG to/TO cost/VB a/DT lot/NN of/IN money/NN ./.,(ROOT (S (NP (DT This)) (VP (VBZ is) (VP (VBG going) (S (VP (TO to) (VP (VB cost) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NN money))))))))) (. .))),
sw09utt/sw_0971_2839.utt,2/sw2839,2839,67,^q,B,26,4,{F Oh } yes  /,Oh/UH yes/UH,(ROOT (INTJ (UH Oh) (UH yes))),
sw09utt/sw_0971_2839.utt,2/sw2839,2839,68,^q,B,26,5,we need it.  /,we/PRP need/VBP it/PRP ./.,(ROOT (S (NP (PRP we)) (VP (VBP need) (NP (PRP it))) (. .))),
sw09utt/sw_0971_2839.utt,2/sw2839,2839,69,^q,B,26,6,{C But } do you know that the drug agency doesn't want this? /,But/CC do/VBP you/PRP know/VB that/IN the/DT drug/NN agency/NN does/VBZ n't/RB want/VB this/DT ?/.,(ROOT (SBARQ (CC But) (SQ (VBP do) (NP (PRP you)) (VP (VB know) (SBAR (IN that) (S (NP (DT the) (NN drug) (NN agency)) (VP (VBZ does) (RB n't) (VP (VB want) (NP (DT this)))))))) (. ?))),
sw09utt/sw_0971_2839.utt,2/sw2839,2839,70,b,A,27,1,Yeah. /,Yeah/UH ./.,(ROOT (INTJ (UH Yeah) (. .))),
sw09utt/sw_0971_2839.utt,2/sw2839,2839,71,sv,B,28,1,"{C And } they do things that are, {D you know, } just like # the, {F uh, } # -/","And/CC they/PRP do/VBP things/NNS that/WDT are/VBP ,/, you/PRP know/VBP ,/, just/RB like/IN the/DT ,/, uh/UH ,/,","(ROOT (S (CC And) (NP (PRP they)) (VP (VBP do) (NP (NP (NNS things)) (SBAR (WHNP (WDT that)) (S (VP (VP (VBP are)) (PRN (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,)) (ADVP (ADVP (RB just) (IN like) (DT the)) (PRN (, ,) (INTJ (UH uh)) (, ,))))))))))",
sw09utt/sw_0971_2839.utt,2/sw2839,2839,72,aa,A,29,1,"# Yeah,  /","Yeah/UH ,/,","(ROOT (INTJ (UH Yeah) (, ,)))",
sw09utt/sw_0971_2839.utt,2/sw2839,2839,73,sv,A,29,2,that's #  just an awful lot of that kind of thing going on. /,that/DT 's/BES just/RB an/DT awful/JJ lot/NN of/IN that/DT kind/NN of/IN thing/NN going/VBG on/RP ./.,(ROOT (S (NP (DT that)) (VP (BES 's) (NP (NP (RB just) (DT an) (JJ awful) (NN lot)) (PP (IN of) (NP (NP (DT that) (NN kind)) (PP (IN of) (NP (NP (NN thing)) (VP (VBG going) (PRT (RP on))))))))) (. .))),
sw09utt/sw_0971_2839.utt,2/sw2839,2839,74,aa,B,30,1,Yeah  /,Yeah/UH,(ROOT (INTJ (UH Yeah))),
sw09utt/sw_0971_2839.utt,2/sw2839,2839,75,aa,B,30,2,# that. # /,that/DT ./.,(ROOT (FRAG (NP (DT that)) (. .))),
sw09utt/sw_0971_2839.utt,2/sw2839,2839,76,sv,A,31,1,"# {C And } #  the trouble is, [ you don't, + you have ] so little input about it.  /","And/CC the/DT trouble/NN is/VBZ ,/, you/PRP do/VBP n't/RB ,/, you/PRP have/VBP so/RB little/JJ input/NN about/IN it/PRP ./.","(ROOT (S (S (CC And) (NP (DT the) (NN trouble)) (VP (VBZ is) (, ,) (SBAR (S (NP (PRP you)) (VP (VBP do) (RB n't)))))) (, ,) (NP (PRP you)) (VP (VBP have) (NP (ADJP (RB so) (JJ little)) (NN input)) (PP (IN about) (NP (PRP it)))) (. .)))",
sw09utt/sw_0971_2839.utt,2/sw2839,2839,77,sv,A,31,2,You don't know --,You/PRP do/VBP n't/RB know/VB --/:,"(ROOT (S (NP (PRP You)) (VP (VBP do) (RB n't) (VP (VB know) (ADVP (RB enough)) (S (VP (TO to) (VP (VB know) (NP (NP (WP what)) (, ,) (SBAR (WHNP (WP what)) (S (VP (TO to) (VP (VB do) (PP (IN about) (NP (NP (DT some)) (PP (IN of) (NP (DT this) (NN stuff))))))))))))))) (. .)))",
sw09utt/sw_0971_2839.utt,2/sw2839,2839,78,b,B,32,1,# Right. # /,Right/UH ./.,(ROOT (INTJ (UH Right) (. .))),
sw09utt/sw_0971_2839.utt,2/sw2839,2839,79,+,A,33,1,"-- # enough #  to know [ what, + what ] to do about some of this stuff. /","--/: enough/RB to/TO know/VB what/WP ,/, what/WP to/TO do/VB about/IN some/DT of/IN this/DT stuff/NN ./.","(ROOT (S (NP (PRP You)) (VP (VBP do) (RB n't) (VP (VB know) (ADVP (RB enough)) (S (VP (TO to) (VP (VB know) (NP (NP (WP what)) (, ,) (SBAR (WHNP (WP what)) (S (VP (TO to) (VP (VB do) (PP (IN about) (NP (NP (DT some)) (PP (IN of) (NP (DT this) (NN stuff))))))))))))))) (. .)))",
sw09utt/sw_0971_2839.utt,2/sw2839,2839,80,b,B,34,1,Right. /,Right/UH ./.,(ROOT (INTJ (UH Right) (. .))),
sw09utt/sw_0971_2839.utt,2/sw2839,2839,81,%,A,35,1,"# I, # -/","I/PRP ,/,","(ROOT (S (NP (PRP I)) (VP (, ,))))",
sw09utt/sw_0971_2839.utt,2/sw2839,2839,82,sv,B,36,1,"# They're #  supposed to do what we say,  /","They/PRP 're/VBP supposed/VBN to/TO do/VB what/WP we/PRP say/VBP ,/,","(ROOT (S (NP (PRP They)) (VP (VBP 're) (VP (VBN supposed) (S (VP (TO to) (VP (VB do) (SBAR (WHNP (WP what)) (S (NP (PRP we)) (VP (VBP say))))))))) (, ,)))",
sw09utt/sw_0971_2839.utt,2/sw2839,2839,83,sv,B,36,2,"{C but } they do what [ they, + they ] # want to do with it. # /","but/CC they/PRP do/VBP what/WP they/PRP ,/, they/PRP want/VBP to/TO do/VB with/IN it/PRP ./.","(ROOT (S (CC but) (NP (PRP they)) (VP (VBP do) (SBAR (S (SBAR (WHNP (WP what)) (S (NP (PRP they)))) (, ,) (NP (PRP they)) (VP (VBP want) (S (VP (TO to) (VP (VB do) (PP (IN with) (NP (PRP it)))))))))) (. .)))",
sw09utt/sw_0971_2839.utt,2/sw2839,2839,84,aa,A,37,1,"# Yeah,  /","Yeah/UH ,/,","(ROOT (INTJ (UH Yeah) (, ,)))",
sw09utt/sw_0971_2839.utt,2/sw2839,2839,85,aa,A,37,2,that's right.  /,that/DT 's/BES right/JJ ./.,(ROOT (S (NP (DT that)) (VP (BES 's) (ADJP (JJ right))) (. .))),
sw09utt/sw_0971_2839.utt,2/sw2839,2839,86,sv,A,37,3,"#  The other thing about is I think, {F uh, } limiting their time in office would be good.  /","The/DT other/JJ thing/NN about/IN is/VBZ I/PRP think/VBP ,/, uh/UH ,/, limiting/VBG their/PRP$ time/NN in/IN office/NN would/MD be/VB good/JJ ./.","(ROOT (S (NP (NP (DT The) (JJ other) (NN thing)) (ADVP (IN about))) (VP (VBZ is) (S (S (NP (PRP I)) (VP (VBP think))) (, ,) (S (INTJ (UH uh)) (, ,) (PRN (S (VP (VBG limiting) (NP (PRP$ their) (NN time)) (PP (IN in) (NP (NN office)))))) (VP (MD would) (VP (VB be) (ADJP (JJ good))))))) (. .)))",
sw09utt/sw_0971_2839.utt,2/sw2839,2839,87,sd,A,37,4,"[ I, + I ] just --","I/PRP ,/, I/PRP just/RB --/:","(ROOT (S (NP (PRP I)) (, ,) (NP (PRP I)) (ADVP (RB just)) (VP (MD ca) (RB n't) (VP (VB believe) (NP (SBAR (SBAR (S (NP (EX there)) (VP (VBP are) (RB n't) (NP (JJ other) (NNS people)) (PP (IN out) (NP (RB there)))))) (SBAR (WHNP (WDT that)) (S (VP (MD could) (VP (VB do) (ADVP (RB just))))))) (CONJP (RB as) (RB well) (IN as)) (SBAR (WHNP (WP what)) (S (NP (PRP we)) (VP (VBP 've) (VP (VBN got)))))))) (. .)))",
sw09utt/sw_0971_2839.utt,2/sw2839,2839,88,aa,B,38,1,"# Absolutely,  /","Absolutely/UH ,/,","(ROOT (FRAG (PP (UH Absolutely)) (, ,)))",
sw09utt/sw_0971_2839.utt,2/sw2839,2839,89,aa^r,B,38,2,absolutely. # /,absolutely/UH ./.,(ROOT (INTJ (UH absolutely) (. .))),
sw09utt/sw_0971_2839.utt,2/sw2839,2839,90,+,A,39,1,-- # can't believe there #  aren't other people out there that could do just as well as what we've got. /,--/: ca/MD n't/RB believe/VB there/EX are/VBP n't/RB other/JJ people/NNS out/IN there/RB that/WDT could/MD do/VB just/RB as/RB well/RB as/IN what/WP we/PRP 've/VBP got/VBN ./.,"(ROOT (S (NP (PRP I)) (, ,) (NP (PRP I)) (ADVP (RB just)) (VP (MD ca) (RB n't) (VP (VB believe) (NP (SBAR (SBAR (S (NP (EX there)) (VP (VBP are) (RB n't) (NP (JJ other) (NNS people)) (PP (IN out) (NP (RB there)))))) (SBAR (WHNP (WDT that)) (S (VP (MD could) (VP (VB do) (ADVP (RB just))))))) (CONJP (RB as) (RB well) (IN as)) (SBAR (WHNP (WP what)) (S (NP (PRP we)) (VP (VBP 've) (VP (VBN got)))))))) (. .)))",
sw09utt/sw_0971_2839.utt,2/sw2839,2839,91,sv,B,40,1,We need to get that through.  /,We/PRP need/VBP to/TO get/VB that/DT through/RB ./.,(ROOT (S (NP (PRP We)) (VP (VBP need) (S (VP (TO to) (VP (VB get) (NP (DT that)) (ADVP (RB through)))))) (. .))),
sw09utt/sw_0971_2839.utt,2/sw2839,2839,92,sv,B,40,2,"[ [ We, + we have said that, ] + I've said it ] several times on different subjects about the government that [ two yea-, + two terms ] is enough for all of them. /","We/PRP ,/, we/PRP have/VBP said/VBN that/DT ,/, I/PRP 've/VBP said/VBN it/PRP several/JJ times/NNS on/IN different/JJ subjects/NNS about/IN the/DT government/NN that/IN two/CD yea-/NNS ,/, two/CD terms/NNS is/VBZ enough/RB for/IN all/DT of/IN them/PRP ./.","(ROOT (S (NP (PRP We)) (, ,) (PRN (S (NP (PRP we)) (VP (VBP have) (VP (VBN said) (NP (DT that)))))) (, ,) (NP (PRP I)) (VP (VBP 've) (VP (VBN said) (NP (PRP it)) (NP (JJ several) (NNS times)) (PP (IN on) (NP (NP (JJ different) (NNS subjects)) (PP (IN about) (NP (NP (DT the) (NN government)) (SBAR (IN that) (S (NP (NP (CD two) (NNS yea-)) (, ,) (NP (CD two) (NNS terms))) (VP (VBZ is) (ADJP (RB enough) (PP (IN for) (NP (NP (DT all)) (PP (IN of) (NP (PRP them))))))))))))))) (. .)))",
sw09utt/sw_0971_2839.utt,2/sw2839,2839,93,b,A,41,1,Yeah. /,Yeah/UH ./.,(ROOT (INTJ (UH Yeah) (. .))),
sw09utt/sw_0971_2839.utt,2/sw2839,2839,94,sv,B,42,1,"{F Uh, } whether you're mayor, all the way up, city council, the works, I think. Certainly President, that, {F uh, } two terms is plenty. /","Uh/UH ,/, whether/IN you/PRP 're/VBP mayor/NN ,/, all/PDT the/DT way/NN up/RP ,/, city/NN council/NN ,/, the/DT works/NNS ,/, I/PRP think/VBP ./. Certainly/RB President/NNP ,/, that/IN ,/, uh/UH ,/, two/CD terms/NNS is/VBZ plenty/JJ ./.","(ROOT (S (INTJ (UH Uh)) (, ,) (ADVP (IN whether)) (NP (PRP you)) (VP (VBP 're) (NP (NP (NP (NN mayor)) (, ,) (NP (NP (NP (PDT all) (DT the) (NN way)) (ADVP (RP up))) (, ,) (NP (NN city) (NN council))) (PRN (, ,) (S (NP (DT the) (NNS works)) (, ,) (NP (PRP I)) (VP (VBP think)) (. .)))) (PRN (ADVP (RB Certainly)) (NP (NNP President)) (, ,)) (SBAR (IN that) (, ,) (S (INTJ (UH uh)) (, ,) (NP (CD two) (NNS terms)) (VP (VBZ is) (ADJP (JJ plenty))))))) (. .)))",
sw09utt/sw_0971_2839.utt,2/sw2839,2839,95,aa,A,43,1,Yeah.  /,Yeah/UH ./.,(ROOT (INTJ (UH Yeah) (. .))),
sw09utt/sw_0971_2839.utt,2/sw2839,2839,96,aa,A,43,2,I think # that's right. # /,I/PRP think/VBP that/DT 's/BES right/JJ ./.,(ROOT (S (NP (PRP I)) (VP (VBP think) (SBAR (S (NP (DT that)) (VP (BES 's) (ADJP (JJ right)))))) (. .))),
sw09utt/sw_0971_2839.utt,2/sw2839,2839,97,sv,B,44,1,"# {C And then } we get these #  professionals out of there,  /","And/CC then/RB we/PRP get/VBP these/DT professionals/NNS out/IN of/IN there/RB ,/,","(ROOT (FRAG (S (CC And) (ADVP (RB then)) (NP (PRP we)) (VP (VBP get) (NP (DT these) (NNS professionals)) (PP (IN out) (PRN (PP (IN of) (NP (RB there))) (, ,)))))))",
sw09utt/sw_0971_2839.utt,2/sw2839,2839,98,sv,B,44,2,"{C and } they have to learn how to earn a living again themselves, {D you # know, } rather than #  --","and/CC they/PRP have/VBP to/TO learn/VB how/WRB to/TO earn/VB a/DT living/NN again/RB themselves/PRP ,/, you/PRP know/VBP ,/, rather/IN than/IN --/:","(ROOT (S (S (CC and) (NP (PRP they)) (VP (VBP have) (S (VP (TO to) (VP (VB learn) (SBAR (WHADVP (WRB how)) (S (VP (TO to) (VP (VB earn) (ADVP (NP (DT a) (NN living)) (RB again)) (NP (PRP themselves))))))))))) (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,) (PP (IN rather) (PP (IN than) (S (VP (VBG living) (PRT (IN off)) (PP (IN of) (NP (PRP us))))))) (. .)))",
sw09utt/sw_0971_2839.utt,2/sw2839,2839,99,aa,A,45,1,"# Yeah,  /","Yeah/UH ,/,","(ROOT (INTJ (UH Yeah) (, ,)))",
sw09utt/sw_0971_2839.utt,2/sw2839,2839,100,sv,A,45,2,wouldn't that be #  too bad <laughter>. /,would/MD n't/RB that/DT be/VB too/RB bad/JJ ./.,(ROOT (SQ (MD would) (RB n't) (NP (DT that)) (VP (VB be) (ADJP (RB too) (JJ bad))) (. .))),
sw09utt/sw_0971_2839.utt,2/sw2839,2839,101,+,B,46,1,-- living off of us. /,--/: living/VBG off/IN of/IN us/PRP ./.,"(ROOT (S (S (CC and) (NP (PRP they)) (VP (VBP have) (S (VP (TO to) (VP (VB learn) (SBAR (WHADVP (WRB how)) (S (VP (TO to) (VP (VB earn) (ADVP (NP (DT a) (NN living)) (RB again)) (NP (PRP themselves))))))))))) (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,) (PP (IN rather) (PP (IN than) (S (VP (VBG living) (PRT (IN off)) (PP (IN of) (NP (PRP us))))))) (. .)))",
sw09utt/sw_0971_2839.utt,2/sw2839,2839,102,aa,A,47,1,"{D Well, } that's right.  /","Well/UH ,/, that/DT 's/BES right/JJ ./.","(ROOT (S (INTJ (UH Well)) (, ,) (NP (DT that)) (VP (BES 's) (ADJP (JJ right))) (. .)))",
sw09utt/sw_0971_2839.utt,2/sw2839,2839,103,%,A,47,2,"I think, - /","I/PRP think/VBP ,/,","(ROOT (S (NP (PRP I)) (VP (VBP think)) (, ,)))",
sw09utt/sw_0971_2839.utt,2/sw2839,2839,104,h,A,47,3,"I don't know,  /","I/PRP do/VBP n't/RB know/VB ,/,","(ROOT (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB know))) (, ,)))",
sw09utt/sw_0971_2839.utt,2/sw2839,2839,105,sv,A,47,4,"I think, {F uh, } people in general, - /","I/PRP think/VBP ,/, uh/UH ,/, people/NNS in/IN general/JJ ,/,","(ROOT (S (NP (PRP I)) (VP (VBP think) (S (VP (PRN (, ,) (INTJ (UH uh)) (, ,)) (PP (NP (NNS people)) (IN in) (ADJP (JJ general)))))) (, ,)))",
sw09utt/sw_0971_2839.utt,2/sw2839,2839,106,sv,A,47,5,"[ [ the, + the, ] + the ] idea of what you need [ to, + to ] exist is so outrageous that it's not --","the/DT ,/, the/DT ,/, the/DT idea/NN of/IN what/WP you/PRP need/VBP to/TO ,/, to/TO exist/VB is/VBZ so/RB outrageous/JJ that/IN it/PRP 's/BES not/RB --/:","(ROOT (S (NP (NP (DT the)) (, ,) (NP (DT the)) (, ,) (NP (DT the) (NN idea)) (PP (IN of) (SBAR (WHNP (WP what)) (S (NP (PRP you)) (VP (VBP need) (S (VP (TO to))) (, ,) (S (VP (TO to) (VP (VB exist))))))))) (VP (VBZ is) (ADJP (RB so) (JJ outrageous)) (SBAR (IN that) (S (NP (PRP it)) (VP (BES 's) (RB not) (ADVP (RB hardly)))))) (. .)))",
sw09utt/sw_0971_2839.utt,2/sw2839,2839,107,b,B,48,1,# Uh-huh. # /,Uh-huh/UH ./.,(ROOT (INTJ (UH Uh-huh) (. .))),
sw09utt/sw_0971_2839.utt,2/sw2839,2839,108,+,A,49,1,-- # hardly. - /,--/: hardly/RB ./.,"(ROOT (S (NP (NP (DT the)) (, ,) (NP (DT the)) (, ,) (NP (DT the) (NN idea)) (PP (IN of) (SBAR (WHNP (WP what)) (S (NP (PRP you)) (VP (VBP need) (S (VP (TO to))) (, ,) (S (VP (TO to) (VP (VB exist))))))))) (VP (VBZ is) (ADJP (RB so) (JJ outrageous)) (SBAR (IN that) (S (NP (PRP it)) (VP (BES 's) (RB not) (ADVP (RB hardly)))))) (. .)))",
sw09utt/sw_0971_2839.utt,2/sw2839,2839,109,sv,A,49,2,"#  {D You know, } it starts at the courts,  /","You/PRP know/VBP ,/, it/PRP starts/VBZ at/IN the/DT courts/NNS ,/,","(ROOT (S (NP (PRP You)) (VP (VBP know) (PRN (, ,) (S (NP (PRP it)) (VP (VBZ starts) (PP (IN at) (NP (DT the) (NNS courts))))) (, ,)))))",
sw09utt/sw_0971_2839.utt,2/sw2839,2839,110,sv,A,49,3,it starts everywhere --,it/PRP starts/VBZ everywhere/RB --/:,"(ROOT (S (S (NP (PRP it)) (VP (VBZ starts) (ADVP (RB everywhere)) (SBAR (IN until) (S (NP (PRP we)) (VP (MD ca) (RB n't) (, ,) (SBAR (SBAR (S (NP (PRP we)) (VP (VBP 've) (ADVP (RB just)) (VP (VBN lost) (NP (NP (NN control)) (PP (IN of)) (, ,) (PP (IN of) (NP (NP (DT any) (NN kind)) (PP (IN of) (NP (NP (NN perspective)) (PP (IN about) (SBAR (WHNP (WP what)) (S (VP (VBZ is) (ADJP (JJ acceptable))))))))))))))) (CC and) (SBAR (WHNP (WP what)) (S (VP (VBZ is) (RB not) (ADJP (JJ acceptable))))))))))) (, ,) (NP (PRP you)) (VP (VBP know)) (. .)))",
sw09utt/sw_0971_2839.utt,2/sw2839,2839,111,b,B,50,1,Right. /,Right/UH ./.,(ROOT (INTJ (UH Right) (. .))),
sw09utt/sw_0971_2839.utt,2/sw2839,2839,112,+,A,51,1,"-- until [ we can't, + we've ] just lost control [ of, + of ] any kind of perspective about what is acceptable and what is not acceptable, {D you know. } /","--/: until/IN we/PRP ca/MD n't/RB ,/, we/PRP 've/VBP just/RB lost/VBN control/NN of/IN ,/, of/IN any/DT kind/NN of/IN perspective/NN about/IN what/WP is/VBZ acceptable/JJ and/CC what/WP is/VBZ not/RB acceptable/JJ ,/, you/PRP know/VBP ./.","(ROOT (S (S (NP (PRP it)) (VP (VBZ starts) (ADVP (RB everywhere)) (SBAR (IN until) (S (NP (PRP we)) (VP (MD ca) (RB n't) (, ,) (SBAR (SBAR (S (NP (PRP we)) (VP (VBP 've) (ADVP (RB just)) (VP (VBN lost) (NP (NP (NN control)) (PP (IN of)) (, ,) (PP (IN of) (NP (NP (DT any) (NN kind)) (PP (IN of) (NP (NP (NN perspective)) (PP (IN about) (SBAR (WHNP (WP what)) (S (VP (VBZ is) (ADJP (JJ acceptable))))))))))))))) (CC and) (SBAR (WHNP (WP what)) (S (VP (VBZ is) (RB not) (ADJP (JJ acceptable))))))))))) (, ,) (NP (PRP you)) (VP (VBP know)) (. .)))",
sw09utt/sw_0971_2839.utt,2/sw2839,2839,113,sv,B,52,1,"{D Well, } it's so much money  /","Well/UH ,/, it/PRP 's/BES so/RB much/JJ money/NN","(ROOT (FRAG (FRAG (INTJ (UH Well)) (, ,) (NP (PRP it))) (BES 's) (FRAG (ADVP (RB so)) (NP (JJ much) (NN money)))))",
sw09utt/sw_0971_2839.utt,2/sw2839,2839,114,sv,B,52,2,"{C and } you can't even add it up, {D you know, } /","and/CC you/PRP ca/MD n't/RB even/RB add/VB it/PRP up/RP ,/, you/PRP know/VBP ,/,","(ROOT (PRN (CC and) (S (S (NP (PRP you)) (VP (MD ca) (RB n't) (ADVP (RB even)) (VP (VB add) (NP (PRP it)) (PRT (RP up))))) (, ,) (S (NP (PRP you)) (VP (VBP know))) (, ,))))",
sw09utt/sw_0971_2839.utt,2/sw2839,2839,115,aa,A,53,1,"# No,  /","No/UH ,/,","(ROOT (INTJ (UH No) (, ,)))",
sw09utt/sw_0971_2839.utt,2/sw2839,2839,116,sv,A,53,2,"you [ can't even, + #","you/PRP ca/MD n't/RB even/RB ,/,","(ROOT (S (NP (PRP you)) (VP (MD ca) (ADVP (RB n't)) (ADVP (RB even)) (, ,) (VP (MD ca) (RB n't) (ADVP (RB even)) (VP (VB conceive) (PP (IN of) (SBAR (WHNP (WP what)) (S (NP (PRP they)) (VP (VBP 're) (VP (VBG talking) (IN about))))))))) (. .)))",
sw09utt/sw_0971_2839.utt,2/sw2839,2839,117,sv,B,54,1,"# that's why they #  think, -/","that/DT 's/BES why/WRB they/PRP think/VBP ,/,","(ROOT (S (NP (DT that)) (VP (BES 's) (SBAR (WHADVP (WRB why)) (S (NP (PRP they)) (VP (VBP think))))) (, ,)))",
sw09utt/sw_0971_2839.utt,2/sw2839,2839,118,+,A,55,1,can't even ] conceive of what they're talking about. /,ca/MD n't/RB even/RB conceive/VB of/IN what/WP they/PRP 're/VBP talking/VBG about/IN ./.,"(ROOT (S (NP (PRP you)) (VP (MD ca) (ADVP (RB n't)) (ADVP (RB even)) (, ,) (VP (MD ca) (RB n't) (ADVP (RB even)) (VP (VB conceive) (PP (IN of) (SBAR (WHNP (WP what)) (S (NP (PRP they)) (VP (VBP 're) (VP (VBG talking) (IN about))))))))) (. .)))",
sw09utt/sw_0971_2839.utt,2/sw2839,2839,119,aa,B,56,1,"Yeah,  /","Yeah/UH ,/,","(ROOT (INTJ (UH Yeah) (, ,)))",
sw09utt/sw_0971_2839.utt,2/sw2839,2839,120,sv,B,56,2,when you talk about the trillions of dollars --,when/WRB you/PRP talk/VBP about/IN the/DT trillions/NNS of/IN dollars/NNS --/:,(ROOT (FRAG (SBAR (WHADVP (WRB when)) (S (NP (PRP you)) (VP (VBP talk) (PP (IN about) (NP (NP (DT the) (NNS trillions)) (PP (IN of) (NP (NP (NNS dollars)) (PP (IN on) (NP (NP (DT this)) (CC and) (NP (DT that))))))))))) (. .))),
sw09utt/sw_0971_2839.utt,2/sw2839,2839,121,b,A,57,1,Yeah. /,Yeah/UH ./.,(ROOT (INTJ (UH Yeah) (. .))),
sw09utt/sw_0971_2839.utt,2/sw2839,2839,122,+,B,58,1,-- on this and that.  /,--/: on/IN this/DT and/CC that/DT ./.,(ROOT (FRAG (SBAR (WHADVP (WRB when)) (S (NP (PRP you)) (VP (VBP talk) (PP (IN about) (NP (NP (DT the) (NNS trillions)) (PP (IN of) (NP (NP (NNS dollars)) (PP (IN on) (NP (NP (DT this)) (CC and) (NP (DT that))))))))))) (. .))),
sw09utt/sw_0971_2839.utt,2/sw2839,2839,123,sd,B,58,2,Our # national #  --,Our/PRP$ national/JJ --/:,"(ROOT (S (S (NP (NP (PRP$ Our) (JJ national) (NN debt)) (PP (IN in) (NP (NP (DT the) (NNS trillions)) (PP (IN of) (NP (NNS dollars))))))) (, ,) (NP (PRP you)) (VP (VBP know)) (. .)))",
sw09utt/sw_0971_2839.utt,2/sw2839,2839,124,b,A,59,1,# Yeah. # /,Yeah/UH ./.,(ROOT (INTJ (UH Yeah) (. .))),
sw09utt/sw_0971_2839.utt,2/sw2839,2839,125,+,B,60,1,"-- debt in the trillions of dollars, {D you know. } /","--/: debt/NN in/IN the/DT trillions/NNS of/IN dollars/NNS ,/, you/PRP know/VBP ./.","(ROOT (S (S (NP (NP (PRP$ Our) (JJ national) (NN debt)) (PP (IN in) (NP (NP (DT the) (NNS trillions)) (PP (IN of) (NP (NNS dollars))))))) (, ,) (NP (PRP you)) (VP (VBP know)) (. .)))",
sw09utt/sw_0971_2839.utt,2/sw2839,2839,126,%,A,61,1,"{E I mean } [ it jus-, + [ {C and, } + {C and } ] you just, ] - /","I/PRP mean/VBP it/PRP jus-/RB ,/, and/CC ,/, and/CC you/PRP just/RB ,/,","(ROOT (S (NP (PRP I)) (VP (VP (VBP mean) (NP (NP (NP (PRP it)) (ADVP (RB jus-))) (, ,) (ADVP (CC and)))) (, ,) (CC and) (VP (NP (PRP you)) (ADVP (RB just)))) (, ,)))",
sw09utt/sw_0971_2839.utt,2/sw2839,2839,127,sv,A,61,2,"the other thing is, [ it's, + it's ] all very well to give money to help [ people, + other people, ]  /","the/DT other/JJ thing/NN is/VBZ ,/, it/PRP 's/BES ,/, it/PRP 's/BES all/DT very/RB well/RB to/TO give/VB money/NN to/TO help/VB people/NNS ,/, other/JJ people/NNS ,/,","(ROOT (S (NP (DT the) (JJ other) (NN thing)) (VP (VBZ is) (PRN (, ,) (S (NP (PRP it)) (VP (BES 's) (PRN (, ,) (S (NP (PRP it)) (VP (BES 's) (S (ADVP (DT all) (RB very) (RB well)) (VP (TO to) (VP (VB give) (NP (NN money)) (S (VP (TO to) (VP (VB help) (NP (NNS people)))))))))) (, ,)) (NP (JJ other) (NNS people)))) (, ,)))))",
